Formula,Name,M+2H,M-H,Exact Mass,M+H,M+Na,2M-H,2M+H,2M+Na,,,,,,,,,,
C6H13NO,Isopentyl formamide,100.02262,197.0234,198.0307,199.0380,221.0297,395.0541,397.0687,419.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8O3,3-Oxopentanoic acid,100.52262,198.0234,199.0307,200.0380,222.0297,397.0541,399.0687,421.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8O3,Dimethylpyruvic acid,101.02262,199.0234,200.0307,201.0380,223.0297,399.0541,401.0687,423.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8O3,"(2R,4R)-2,4-Dihydroxypentanoic acid gamm",101.52262,200.0234,201.0307,202.0380,224.0297,401.0541,403.0687,425.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8O3,"(2S,4R)-2,4-Dihydroxypentanoic acid gamm",102.02262,201.0234,202.0307,203.0380,225.0297,403.0541,405.0687,427.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O2,4-Hydroxy-4-methyl-2-pentanone,102.52262,202.0234,203.0307,204.0380,226.0297,405.0541,407.0687,429.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O2,4-Hydroxy-3-hexanone,103.02262,203.0234,204.0307,205.0380,227.0297,407.0541,409.0687,431.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O2,Butyl acetate,103.52262,204.0234,205.0307,206.0380,228.0297,409.0541,411.0687,433.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O2,Ethyl 2-methylpropylpropionate,104.02262,205.0234,206.0307,207.0380,229.0297,411.0541,413.0687,435.0604,,,,,,,1000000,1000000,1000000,1000000
C7H16O,4-Methyl-2-hexanol,104.52262,206.0234,207.0307,208.0380,230.0297,413.0541,415.0687,437.0604,,,,,,,1000000,1000000,1000000,1000000
C7H16O,5-Methyl-hexan-3-ol,105.02262,207.0234,208.0307,209.0380,231.0297,415.0541,417.0687,439.0604,,,,,,,1000000,1000000,1000000,1000000
C7H16O,4-Methylhexan-1-ol,105.52262,208.0234,209.0307,210.0380,232.0297,417.0541,419.0687,441.0604,,,,,,,1000000,1000000,1000000,1000000
C4H7NO3,3-Amino-2-oxetanecarboxylic acid; Oxetin,106.02262,209.0234,210.0307,211.0380,233.0297,419.0541,421.0687,443.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7N,Indole; Candicidal comp.,106.52262,210.0234,211.0307,212.0380,234.0297,421.0541,423.0687,445.0604,,,,,,,1000000,1000000,1000000,1000000
C8H7N,2-Phenylacetonitrile; Benzylcyanide,107.02262,211.0234,212.0307,213.0380,235.0297,423.0541,425.0687,447.0604,,,,,,,1000000,1000000,1000000,1000000
C5H11NO2,Glycine betaine,107.52262,212.0234,213.0307,214.0380,236.0297,425.0541,427.0687,449.0604,,,,,,,1000000,1000000,1000000,1000000
C4H6O2S,(Z)-3-(Methylthio)-2-propenoic acid,108.02262,213.0234,214.0307,215.0380,237.0297,427.0541,429.0687,451.0604,,,,,,,1000000,1000000,1000000,1000000
C4H6O2S,trans-3-Methylthioacrylic acid; (E)-3-(M,108.52262,214.0234,215.0307,216.0380,238.0297,429.0541,431.0687,453.0604,,,,,,,1000000,1000000,1000000,1000000
C4H6O4,Succinic acid; Butandioic acid,109.02262,215.0234,216.0307,217.0380,239.0297,431.0541,433.0687,455.0604,,,,,,,1000000,1000000,1000000,1000000
C5H10OS,4-(Methylsulfanyl)butan-2-one,109.52262,216.0234,217.0307,218.0380,240.0297,433.0541,435.0687,457.0604,,,,,,,1000000,1000000,1000000,1000000
C7H6N2,Indazole,110.02262,217.0234,218.0307,219.0380,241.0297,435.0541,437.0687,459.0604,,,,,,,1000000,1000000,1000000,1000000
C5H10O3,a-Hydroxyisovaleric acid,110.52262,218.0234,219.0307,220.0380,242.0297,437.0541,439.0687,461.0604,,,,,,,1000000,1000000,1000000,1000000
C9H10,Indan,111.02262,219.0234,220.0307,221.0380,243.0297,439.0541,441.0687,463.0604,,,,,,,1000000,1000000,1000000,1000000
C3H5NO4,beta-Nitropropionic acid; Hiptalonic aci,111.52262,220.0234,221.0307,222.0380,244.0297,441.0541,443.0687,465.0604,,,,,,,1000000,1000000,1000000,1000000
C3H4O5,Tartronic acid,112.02262,221.0234,222.0307,223.0380,245.0297,443.0541,445.0687,467.0604,,,,,,,1000000,1000000,1000000,1000000
C4H8S2,"[1,4]Dithiane",112.52262,222.0234,223.0307,224.0380,246.0297,445.0541,447.0687,469.0604,,,,,,,1000000,1000000,1000000,1000000
C2H4N2O4,N-Nitroglycine; Nitraminoacetic acid,113.02262,223.0234,224.0307,225.0380,247.0297,447.0541,449.0687,471.0604,,,,,,,1000000,1000000,1000000,1000000
C4H8O2S,beta-Methylthiopropionic acid; 3-Methylt,113.52262,224.0234,225.0307,226.0380,248.0297,449.0541,451.0687,473.0604,,,,,,,1000000,1000000,1000000,1000000
C3H8N2O3,Nitrosofungin; K-76; Propanosine,114.02262,225.0234,226.0307,227.0380,249.0297,451.0541,453.0687,475.0604,,,,,,,1000000,1000000,1000000,1000000
C3H8N2O3,Nitrosofungin; K-76; Propanosine,114.52262,226.0234,227.0307,228.0380,250.0297,453.0541,455.0687,477.0604,,,,,,,1000000,1000000,1000000,1000000
C3H8N2O3,beta-Aminoxy-D-alanine,115.02262,227.0234,228.0307,229.0380,251.0297,455.0541,457.0687,479.0604,,,,,,,1000000,1000000,1000000,1000000
C8H8O,4-Vinylphenol,115.52262,228.0234,229.0307,230.0380,252.0297,457.0541,459.0687,481.0604,,,,,,,1000000,1000000,1000000,1000000
C5H12OS,4-(Methylsulfanyl)butan-2-ol,116.02262,229.0234,230.0307,231.0380,253.0297,459.0541,461.0687,483.0604,,,,,,,1000000,1000000,1000000,1000000
C7H7NO,"1,2-Dihydro-pyrrolizin-3-one",116.52262,230.0234,231.0307,232.0380,254.0297,461.0541,463.0687,485.0604,,,,,,,1000000,1000000,1000000,1000000
C8H11N,Phenethylamine; (2-Phenylethyl)-amine,117.02262,231.0234,232.0307,233.0380,255.0297,463.0541,465.0687,487.0604,,,,,,,1000000,1000000,1000000,1000000
C7H6O2,4-Hydroxy-benzaldehyde,117.52262,232.0234,233.0307,234.0380,256.0297,465.0541,467.0687,489.0604,,,,,,,1000000,1000000,1000000,1000000
C7H6O2,Benzoic acid; K-82-B2,118.02262,233.0234,234.0307,235.0380,257.0297,467.0541,469.0687,491.0604,,,,,,,1000000,1000000,1000000,1000000
C7H6O2,Tropolone,118.52262,234.0234,235.0307,236.0380,258.0297,469.0541,471.0687,493.0604,,,,,,,1000000,1000000,1000000,1000000
C8H10O,"2,3-Dimethyl-5-methylene-2-cyclopenten-1",119.02262,235.0234,236.0307,237.0380,259.0297,471.0541,473.0687,495.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10N2,"2,3,5-Trimethyl-pyrazine",119.52262,236.0234,237.0307,238.0380,260.0297,473.0541,475.0687,497.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10N2,2-Ethyl-5-methyl-pyrazine,120.02262,237.0234,238.0307,239.0380,261.0297,475.0541,477.0687,499.0604,,,,,,,1000000,1000000,1000000,1000000
C6H5NO2,4-Pyridincarboxylic acid,120.52262,238.0234,239.0307,240.0380,262.0297,477.0541,479.0687,501.0604,,,,,,,1000000,1000000,1000000,1000000
C7H9NO,Pyrrolam A,121.02262,239.0234,240.0307,241.0380,263.0297,479.0541,481.0687,503.0604,,,,,,,1000000,1000000,1000000,1000000
C7H9NO,4-Ethylpyrrole-2-carboxaldehyde,121.52262,240.0234,241.0307,242.0380,264.0297,481.0541,483.0687,505.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8O2,Toluquinol,122.02262,241.0234,242.0307,243.0380,265.0297,483.0541,485.0687,507.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8O2,m-Hydroxybenzyl aIcohol,122.52262,242.0234,243.0307,244.0380,266.0297,485.0541,487.0687,509.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8O2,Salicylic alcohol,123.02262,243.0234,244.0307,245.0380,267.0297,487.0541,489.0687,511.0604,,,,,,,1000000,1000000,1000000,1000000
C7H8O2,p-Hydroxy-benzyl alcohol,123.52262,244.0234,245.0307,246.0380,268.0297,489.0541,491.0687,513.0604,,,,,,,1000000,1000000,1000000,1000000
C6H8N2O,2-Hydroxymethyl-5-methylpyrazin; (5-Meth,124.02262,245.0234,246.0307,247.0380,269.0297,491.0541,493.0687,515.0604,,,,,,,1000000,1000000,1000000,1000000
C6H8N2O,2-Hydroxymethyl-6-methylpyrazine,124.52262,246.0234,247.0307,248.0380,270.0297,493.0541,495.0687,517.0604,,,,,,,1000000,1000000,1000000,1000000
C6H7NO2,Methyl pyrrole-2-carboxylate,125.02262,247.0234,248.0307,249.0380,271.0297,495.0541,497.0687,519.0604,,,,,,,1000000,1000000,1000000,1000000
C6H7NO2,5-Hydroxymethylpyrrol-2-carbaldehyde,125.52262,248.0234,249.0307,250.0380,272.0297,497.0541,499.0687,521.0604,,,,,,,1000000,1000000,1000000,1000000
C2H6S3,Dimethyltrisulfide,126.02262,249.0234,250.0307,251.0380,273.0297,499.0541,501.0687,523.0604,,,,,,,1000000,1000000,1000000,1000000
C6H6O3,5-Hydroxy-3-vinyl-2(5H)-furanone; PA-147,126.52262,250.0234,251.0307,252.0380,274.0297,501.0541,503.0687,525.0604,,,,,,,1000000,1000000,1000000,1000000
C6H6O3,Methyl 2-furancarboxylate,127.02262,251.0234,252.0307,253.0380,275.0297,503.0541,505.0687,527.0604,,,,,,,1000000,1000000,1000000,1000000
C6H6O3,Maltol; 3-Hydroxy-2-methyl-4H-pyran-4-on,127.52262,252.0234,253.0307,254.0380,276.0297,505.0541,507.0687,529.0604,,,,,,,1000000,1000000,1000000,1000000
C5H6N2O2,Thymine; 5-Methyluracil; Thy; 5MeUra,128.02262,253.0234,254.0307,255.0380,277.0297,507.0541,509.0687,531.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O2,3-Ethyl-5-methyl-3-oxol-2-on,128.52262,254.0234,255.0307,256.0380,278.0297,509.0541,511.0687,533.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O2,"Ethyl-dihydro-methylfuranone, struct. a",129.02262,255.0234,256.0307,257.0380,279.0297,511.0541,513.0687,535.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O2,"Ethyl-dihydro-methylfuranone, struct. b",129.52262,256.0234,257.0307,258.0380,280.0297,513.0541,515.0687,537.0604,,,,,,,1000000,1000000,1000000,1000000
C7H10O2,Bicyclo[2.1.1]hexane-5-carboxylic acid; ,130.02262,257.0234,258.0307,259.0380,281.0297,515.0541,517.0687,539.0604,,,,,,,1000000,1000000,1000000,1000000
C4H4N2OS,"3,4-Dihydro-4-thioxo-2(1H)-pyrimidinone;",130.52262,258.0234,259.0307,260.0380,282.0297,517.0541,519.0687,541.0604,,,,,,,1000000,1000000,1000000,1000000
C5H4O4,Rubiginol,131.02262,259.0234,260.0307,261.0380,283.0297,519.0541,521.0687,543.0604,,,,,,,1000000,1000000,1000000,1000000
C6H8O3,"2,5-Bis(hydroxymethyl)furan; 2,5-Furandi",131.52262,260.0234,261.0307,262.0380,284.0297,521.0541,523.0687,545.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8N2O2,g-Cyano-a-L-aminobutyric acid,132.02262,261.0234,262.0307,263.0380,285.0297,523.0541,525.0687,547.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8N2O2,"Cyclo(L-Ala-Gly); 3-Methyl-2,5-piperazin",132.52262,262.0234,263.0307,264.0380,286.0297,525.0541,527.0687,549.0604,,,,,,,1000000,1000000,1000000,1000000
C10H8,Naphthalene,133.02262,263.0234,264.0307,265.0380,287.0297,527.0541,529.0687,551.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O2,"5,6-Dimethyl-tetrahydropyrone",133.52262,264.0234,265.0307,266.0380,288.0297,529.0541,531.0687,553.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O2,5-Hydroxy-5-methyl-hex-3-en-2-on,134.02262,265.0234,266.0307,267.0380,289.0297,531.0541,533.0687,555.0604,,,,,,,1000000,1000000,1000000,1000000
C7H12O2,"Heptane-2,5-dione",134.52262,266.0234,267.0307,268.0380,290.0297,533.0541,535.0687,557.0604,,,,,,,1000000,1000000,1000000,1000000
C8H16O,5-Methylheptane-2-one,135.02262,267.0234,268.0307,269.0380,291.0297,535.0541,537.0687,559.0604,,,,,,,1000000,1000000,1000000,1000000
C8H16O,4-Methyl-2-heptanone,135.52262,268.0234,269.0307,270.0380,292.0297,537.0541,539.0687,561.0604,,,,,,,1000000,1000000,1000000,1000000
C5H7NOS,Thiazoloethanol,136.02262,269.0234,270.0307,271.0380,293.0297,539.0541,541.0687,563.0604,,,,,,,1000000,1000000,1000000,1000000
C5H7NO3,"(2S,3R)-2-Amino-3-hydroxy-4-pentynoic ac",136.52262,270.0234,271.0307,272.0380,294.0297,541.0541,543.0687,565.0604,,,,,,,1000000,1000000,1000000,1000000
C5H7NO3,a-Oxo-1-azetidineacetic acid; SF 2185,137.02262,271.0234,272.0307,273.0380,295.0297,543.0541,545.0687,567.0604,,,,,,,1000000,1000000,1000000,1000000
C6H11NO2,(S)-a-Amino-1-methylcyclopropaneacetic a,137.52262,272.0234,273.0307,274.0380,296.0297,545.0541,547.0687,569.0604,,,,,,,1000000,1000000,1000000,1000000
C6H11NO2,FR 109615; Cispentacin,138.02262,273.0234,274.0307,275.0380,297.0297,547.0541,549.0687,571.0604,,,,,,,1000000,1000000,1000000,1000000
C6H11NO2,Coronamic acid,138.52262,274.0234,275.0307,276.0380,298.0297,549.0541,551.0687,573.0604,,,,,,,1000000,1000000,1000000,1000000
C7H15NO,Isopentyl acetamide,139.02262,275.0234,276.0307,277.0380,299.0297,551.0541,553.0687,575.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O3,Pantolactone; Pantoic lactone,139.52262,276.0234,277.0307,278.0380,300.0297,553.0541,555.0687,577.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O3,a-Ketocaproic acid,140.02262,277.0234,278.0307,279.0380,301.0297,555.0541,557.0687,579.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O3,a-Ketoisocaproic acid,140.52262,278.0234,279.0307,280.0380,302.0297,557.0541,559.0687,581.0604,,,,,,,1000000,1000000,1000000,1000000
C6H10O3,a-Keto-beta-methyl-n-valeric acid,141.02262,279.0234,280.0307,281.0380,303.0297,559.0541,561.0687,583.0604,,,,,,,1000000,1000000,1000000,1000000
C4H10N4O,AN-2,141.52262,280.0234,281.0307,282.0380,304.0297,561.0541,563.0687,585.0604,,,,,,,1000000,1000000,1000000,1000000
C7H14O2,"2,5-Dihydroxy-2-methyl-hex-3-en",142.02262,281.0234,282.0307,283.0380,305.0297,563.0541,565.0687,587.0604,,,,,,,1000000,1000000,1000000,1000000
C7H14O2,4-Methyl-hexanoic acid,142.52262,282.0234,283.0307,284.0380,306.0297,565.0541,567.0687,589.0604,,,,,,,1000000,1000000,1000000,1000000
C5H14N4,Agmatine,143.02262,283.0234,284.0307,285.0380,307.0297,567.0541,569.0687,591.0604,,,,,,,1000000,1000000,1000000,1000000
C8H18O,2-Ethyl-1-hexanol,143.52262,284.0234,285.0307,286.0380,308.0297,569.0541,571.0687,593.0604,,,,,,,1000000,1000000,1000000,1000000
C4H5NO4,"S-2,3-Dicarboxy-aziridine",144.02262,285.0234,286.0307,287.0380,309.0297,571.0541,573.0687,595.0604,,,,,,,1000000,1000000,1000000,1000000
C5H9NO3,L-2-Amino-4-methoxy-trans-3-butenoic aci,144.52262,286.0234,287.0307,288.0380,310.0297,573.0541,575.0687,597.0604,,,,,,,1000000,1000000,1000000,1000000
C6H17N3,Norspermidine,145.02262,287.0234,288.0307,289.0380,311.0297,575.0541,577.0687,599.0604,,,,,,,1000000,1000000,1000000,1000000
C4H4O5,Oxalacetic acid,145.52262,288.0234,289.0307,290.0380,312.0297,577.0541,579.0687,601.0604,,,,,,,1000000,1000000,1000000,1000000
C5H8O4,Glutaric acid,146.02262,289.0234,290.0307,291.0380,313.0297,579.0541,581.0687,603.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O3,"3,4-Dihydroxy-3-methylpentan-2-one, dias",146.52262,290.0234,291.0307,292.0380,314.0297,581.0541,583.0687,605.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O3,"3,4-Dihydroxy-3-methylpentan-2-one, dias",147.02262,291.0234,292.0307,293.0380,315.0297,583.0541,585.0687,607.0604,,,,,,,1000000,1000000,1000000,1000000
C6H12O3,a-Hydroxyisocaproic acid,147.52262,292.0234,293.0307,294.0380,316.0297,585.0541,587.0687,609.0604,,,,,,,1000000,1000000,1000000,1000000
C5H12N2O2,(S)-2-Amino-3-dimethylaminopropanoic aci,148.02262,293.0234,294.0307,295.0380,317.0297,587.0541,589.0687,611.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,HM-17,148.52262,294.0234,295.0307,296.0380,318.0297,589.0541,591.0687,613.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Capacidin,149.02262,295.0234,296.0307,297.0380,319.0297,591.0541,593.0687,615.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,549,149.52262,296.0234,297.0307,298.0380,320.0297,593.0541,595.0687,617.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Genimycin; LIA-0174,150.02262,297.0234,298.0307,299.0380,321.0297,595.0541,597.0687,619.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,1454-69; Gangtomycin; Gangtokumycin; 331,150.52262,298.0234,299.0307,300.0380,322.0297,597.0541,599.0687,621.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,1514; 1544; 1582; 1961; 2601,151.02262,299.0234,300.0307,301.0380,323.0297,599.0541,601.0687,623.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,1579,151.52262,300.0234,301.0307,302.0380,324.0297,601.0541,603.0687,625.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,17-41-B,152.02262,301.0234,302.0307,303.0380,325.0297,603.0541,605.0687,627.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,1762,152.52262,302.0234,303.0307,304.0380,326.0297,605.0541,607.0687,629.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,1931; 2076; 2555; 2569,153.02262,303.0234,304.0307,305.0380,327.0297,607.0541,609.0687,631.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,2022,153.52262,304.0234,305.0307,306.0380,328.0297,609.0541,611.0687,633.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,291,154.02262,305.0234,306.0307,307.0380,329.0297,611.0541,613.0687,635.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,661,154.52262,306.0234,307.0307,308.0380,330.0297,613.0541,615.0687,637.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,991,155.02262,307.0234,308.0307,309.0380,331.0297,615.0541,617.0687,639.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,A-228-A,155.52262,308.0234,309.0307,310.0380,332.0297,617.0541,619.0687,641.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,AB; Antibiotic Berlin; Antimycotic Berli,156.02262,309.0234,310.0307,311.0380,333.0297,619.0541,621.0687,643.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Aliomycin,156.52262,310.0234,311.0307,312.0380,334.0297,621.0541,623.0687,645.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Chantalmycin,157.02262,311.0234,312.0307,313.0380,335.0297,623.0541,625.0687,647.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Compound-58,157.52262,312.0234,313.0307,314.0380,336.0297,625.0541,627.0687,649.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Distamycin-C,158.02262,313.0234,314.0307,315.0380,337.0297,627.0541,629.0687,651.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Flavopentin; 703; 690,158.52262,314.0234,315.0307,316.0380,338.0297,629.0541,631.0687,653.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Fumanomycin; LIA-0770,159.02262,315.0234,316.0307,317.0380,339.0297,631.0541,633.0687,655.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Fungichromatin,159.52262,316.0234,317.0307,318.0380,340.0297,633.0541,635.0687,657.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Gangtokmycin; Gangtokomycin; Gangtokumyc,160.02262,317.0234,318.0307,319.0380,341.0297,635.0541,637.0687,659.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,HA-106,160.52262,318.0234,319.0307,320.0380,342.0297,637.0541,639.0687,661.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,HA-135,161.02262,319.0234,320.0307,321.0380,343.0297,639.0541,641.0687,663.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,HA-145,161.52262,320.0234,321.0307,322.0380,344.0297,641.0541,643.0687,665.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,HA-176,162.02262,321.0234,322.0307,323.0380,345.0297,643.0541,645.0687,667.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Homochainin,162.52262,322.0234,323.0307,324.0380,346.0297,645.0541,647.0687,669.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,JA-4015,163.02262,323.0234,324.0307,325.0380,347.0297,647.0541,649.0687,671.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,JA-4495,163.52262,324.0234,325.0307,326.0380,348.0297,649.0541,651.0687,673.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Kabicidin; Cabicidin,164.02262,325.0234,326.0307,327.0380,349.0297,651.0541,653.0687,675.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Kokandomycin; LIA-0208,164.52262,326.0234,327.0307,328.0380,350.0297,653.0541,655.0687,677.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Moldcidin-A; Moldocidin-A,165.02262,327.0234,328.0307,329.0380,351.0297,655.0541,657.0687,679.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,LIA-0371,165.52262,328.0234,329.0307,330.0380,352.0297,657.0541,659.0687,681.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,LL-BL-217-beta,166.02262,329.0234,330.0307,331.0380,353.0297,659.0541,661.0687,683.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Lymphosarcin; NSC-208642,166.52262,330.0234,331.0307,332.0380,354.0297,661.0541,663.0687,685.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Misionin,167.02262,331.0234,332.0307,333.0380,355.0297,663.0541,665.0687,687.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Mycopenten-1; 2814-P; JA-2814-P,167.52262,332.0234,333.0307,334.0380,356.0297,665.0541,667.0687,689.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Neopentaene,168.02262,333.0234,334.0307,335.0380,357.0297,667.0541,669.0687,691.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Nigrofungin; LIA-0167,168.52262,334.0234,335.0307,336.0380,358.0297,669.0541,671.0687,693.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Norchainin,169.02262,335.0234,336.0307,337.0380,359.0297,671.0541,673.0687,695.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Onomycin-I; J-4-B,169.52262,336.0234,337.0307,338.0380,360.0297,673.0541,675.0687,697.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,PA-153,170.02262,337.0234,338.0307,339.0380,361.0297,675.0541,677.0687,699.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,PA-5,170.52262,338.0234,339.0307,340.0380,362.0297,677.0541,679.0687,701.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentacidin; Pentacidin-I,171.02262,339.0234,340.0307,341.0380,363.0297,679.0541,681.0687,703.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentaene-EG-4; Pentaene-DG-15,171.52262,340.0234,341.0307,342.0380,364.0297,681.0541,683.0687,705.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentaene-G8,172.02262,341.0234,342.0307,343.0380,365.0297,683.0541,685.0687,707.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentaene-I,172.52262,342.0234,343.0307,344.0380,366.0297,685.0541,687.0687,709.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentafungin,173.02262,343.0234,344.0307,345.0380,367.0297,687.0541,689.0687,711.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Pentaneicin; LIA-0311,173.52262,344.0234,345.0307,346.0380,368.0297,689.0541,691.0687,713.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Quinquamycin,174.02262,345.0234,346.0307,347.0380,369.0297,691.0541,693.0687,715.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,Rubrochlorin,174.52262,346.0234,347.0307,348.0380,370.0297,693.0541,695.0687,717.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,S-728,175.02262,347.0234,348.0307,349.0380,371.0297,695.0541,697.0687,719.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,S-8,175.52262,348.0234,349.0307,350.0380,372.0297,697.0541,699.0687,721.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,T-2636-M,176.02262,349.0234,350.0307,351.0380,373.0297,699.0541,701.0687,723.0604,,,,,,,1000000,1000000,1000000,1000000
C10H12,X-1019,176.52262,350.0234,351.0307,352.0380,374.0297,701.0541,703.0687,725.0604,,,,,,,1000000,1000000,1000000,1000000
